stk,date,ret,pb,mv,rf,MarketCapRank,PB_Ratio,Size_Group,PB_Group,SMB,HML,ret_rf,rm,rmxrf,Skewness20,SharpeRatio20,S_VAL_PS,NET_ASSETS_TODAY,VOL20,WVAD
000100.SZ,2019-04-18,-0.0353535353535353,-0.7888328550593643,-0.4001236097669402,2.003,49.5,-0.7888328550593643,Small,Low,-2.243968384281406,2.348630430660802,-2.038353535353536,-0.3958,-2.3988,0.757680387571479,0.0517415734261952,-1.025244845881863,-0.1190441017884305,3.0450600000000017,-3936503.344016701
000100.SZ,2019-05-17,-0.0339943342776203,-0.790182155086645,-0.4024777825512148,2.065,49.5,-0.790182155086645,Small,Low,-2.14660997061796,2.344197440808632,-2.09899433427762,-2.4838,-4.5488,-0.4777142380551119,-0.2332111902698946,-1.0178206197715731,-0.1790403118579623,1.2608300000000026,-369071.00671427953
000100.SZ,2019-09-03,0.003058103975535,-0.7803123627504084,-0.3768323411824059,1.769,85.5,-0.7803123627504084,Small,Low,-1.5970348320754,2.334561215579892,-1.7659418960244648,0.2068,-1.5621999999999998,0.6468798545824261,0.1284799922263698,-1.010556098551986,-0.1565439460250996,1.3500400000000023,409253.8601547579
000100.SZ,2019-09-27,0.0110803324099724,-0.6228869034350948,-0.1043999133661615,2.346,105.0,-0.6228869034350948,Small,Low,-2.2876741434565093,2.0710643505092987,-2.334919667590028,0.1051,-2.2409,0.0033427251631907,0.2753246421547415,-1.0123998231065043,-0.1685972015465814,2.3088600000000024,-3145286.180359469
000100.SZ,2019-10-21,-0.0147058823529411,-0.8311559187079549,-0.4072736367264195,2.552,48.0,-0.8311559187079549,Small,Low,-2.090572903228296,2.108349501810823,-2.566705882352941,0.0503,-2.5017,0.0676412784448342,-0.2525218267569835,-1.0149694343191096,-0.16048503808198,1.5508050000000029,-3007434.6915476117
000100.SZ,2019-12-02,-0.015625,-0.77866684928311,-0.3716103576592159,2.72,83.0,-0.77866684928311,Small,Low,-1.792008814382904,2.333738400440437,-2.735625,0.1332,-2.5868,0.2874773788191334,0.2238604841570497,-1.0059416063223752,-0.1792488099633727,1.719225000000003,5178705.965857145
000100.SZ,2019-12-13,0.0076726342710997,-0.7782677520677423,-0.376640867317852,2.393,30.5,-0.7782677520677423,Small,Low,-1.6031509987650527,1.955200226198324,-2.3853273657289,1.7827,-0.6102999999999998,-1.012017227572911,0.3042043416860516,-1.0051501462304633,-0.1858163480653285,1.9595000000000036,-1476547.6800517666
000100.SZ,2020-02-06,0.1004016064257027,-0.7830349520583867,-0.3916859327848096,1.995,119.5,-0.7830349520583867,Small,Low,-1.8169936123677453,2.228074744564755,-1.8945983935742972,1.7183,-0.2767000000000001,-0.1823319642418897,0.2612936893040757,-0.9563917103672074,-0.1890263638571197,3.3039600000000027,16191299.349117504
000100.SZ,2020-03-13,-0.0072727272727273,-0.7798746966630066,-0.3786494203272608,2.299,85.5,-0.7798746966630066,Small,Low,-1.6280809378455805,2.2686169259945816,-2.3062727272727277,-1.2334,-3.5324,-0.0010007330977526,0.0100459170919909,-0.9645438910877376,-0.1906921197706493,6.436545000000001,-158938.38594215875
000100.SZ,2020-05-19,0.0387755102040814,-0.7865274702689167,-0.389078749444154,2.555,158.0,-0.7865274702689167,Big,Low,-1.688143558366061,2.4146571677635507,-2.5162244897959187,0.8054,-1.7496,0.6528293432692382,0.2504716893204104,-0.8805204423793128,-0.2754697464828382,3.410809999999999,7039746.897180604
000100.SZ,2020-08-04,-0.0205047318611987,-0.79019740103447,-0.4024777825512148,2.167,95.0,-0.79019740103447,Small,Low,-1.6905148450503504,2.236642308282364,-2.1875047318611984,0.1105,-2.0565,-0.4268315362219053,-0.1094038178979409,-0.8690016424758777,-0.2467826970381441,4.097684999999999,2032767.5677642785
000100.SZ,2020-08-06,0.0544323483670297,-0.7798995075956687,-0.3802664817473104,2.115,63.5,-0.7798995075956687,Small,Low,-2.309398477701489,2.3017527812275,-2.0605676516329705,0.2634,-1.8516,-0.4336207311315418,0.0015533738433466,-0.8487613872446869,-0.247767293165488,4.151529999999999,5003737.720036877
000100.SZ,2020-08-18,0.0135338345864661,-0.7746642763135999,-0.3703988379992146,2.151,162.5,-0.7746642763135999,Big,Low,-1.5708050199028212,2.42518816558702,-2.1374661654135334,0.3573,-1.7937,-0.6145772097559112,-0.0302676518857745,-0.8537346039917757,-0.2462742387777313,3.496104999999998,3396441.1143764644
000100.SZ,2020-09-04,-0.0026845637583893,-0.7865237754978267,-0.3891122285096906,1.714,88.0,-0.7865237754978267,Small,Low,-1.6273229330781085,2.3585970005892944,-1.7166845637583892,-0.8749,-2.5889,0.3419659130029381,0.228810070980978,-0.8417456506747335,-0.2510628853280153,3.1753099999999974,12035946.06392621
000100.SZ,2020-09-29,0.0212071778140292,-0.7829020649652866,-0.3875091746384805,1.155,167.0,-0.7829020649652866,Big,Low,-1.5275314872234942,2.3556171346290533,-1.1337928221859708,0.2121,-0.9429,0.8125519981332405,-0.2164977347626443,-0.8664924263013433,-0.2524616145038749,2.6977399999999974,-5218832.504105572
000100.SZ,2020-10-29,0.0179445350734095,-0.7766642661650626,-0.3821731702894732,1.901,126.5,-0.7766642661650626,Small,Low,-1.762753120950494,2.1516845532444338,-1.8830554649265905,0.1067,-1.7943,0.6304062782452761,-0.0380682113793407,-0.8703410070805183,-0.2548772985288303,1.8284749999999983,4252868.882463219
